,total_sqft,bath,price,location,bhk
2499,1850.0,3.0,140.0,Erandwane,3
2500,920.0,2.0,37.46,Erandwane,2
2501,1697.0,3.0,115.0,Erandwane,3
2502,850.0,2.0,55.0,Erandwane,2
2503,1447.0,2.0,75.97,Erandwane,2
2504,1088.0,2.0,68.0,Erandwane,2
2508,2885.0,3.0,185.0,Erandwane,4
2509,2100.0,6.0,71.0,Erandwane,6
2510,1310.0,2.0,72.0,Erandwane,2
2514,1787.0,3.0,123.0,Erandwane,3
2515,1340.0,2.0,77.0,Erandwane,2
2516,1363.0,2.0,79.0,Erandwane,2
2517,1615.0,3.0,115.0,Erandwane,3
2518,1314.0,2.0,68.8,Erandwane,2
2519,500.0,1.0,17.0,Erandwane,1
2522,1550.0,4.0,120.0,Erandwane,4
2524,1198.0,2.0,65.0,Erandwane,2
2526,1682.0,3.0,113.0,Erandwane,3
2527,1215.0,2.0,59.0,Erandwane,2
2529,1083.0,2.0,100.0,Erandwane,2
2531,1877.0,4.0,150.0,Erandwane,3
2532,2047.0,3.0,136.0,Erandwane,3
2533,810.0,2.0,34.5,Erandwane,2
2534,1051.0,2.0,61.0,Erandwane,2
2535,1200.0,2.0,58.0,Erandwane,2
2536,1050.0,2.0,80.0,Erandwane,2
2537,1116.0,2.0,40.0,Erandwane,2
2538,762.5,1.0,45.4,Erandwane,1
2541,1225.0,2.0,48.0,Erandwane,2
2542,1025.0,2.0,35.88,Erandwane,2
2543,2388.0,3.0,195.0,Erandwane,3
2544,1800.0,3.0,150.0,Erandwane,3
2545,1139.0,2.0,72.0,Erandwane,2
2546,1445.0,2.0,82.0,Erandwane,2
2547,2400.0,2.0,230.0,Erandwane,1
2548,1352.0,2.0,72.0,Erandwane,2
2549,933.0,2.0,55.0,Erandwane,2
2550,1560.0,2.0,125.0,Erandwane,3
2551,1416.0,2.0,85.0,Erandwane,3
2553,1225.0,2.0,48.0,Erandwane,2
2554,1155.0,2.0,69.18,Erandwane,2
2556,2285.0,4.0,165.0,Erandwane,3
2557,1733.5,3.0,120.0,Erandwane,3
2558,1150.0,2.0,52.0,Erandwane,2
2559,1493.0,2.0,90.0,Erandwane,3
2560,1555.0,3.0,125.0,Erandwane,3
2561,615.0,1.0,46.0,Erandwane,1
2562,3000.0,3.0,265.0,Erandwane,3
2563,1101.0,2.0,50.0,Erandwane,2
2564,1157.0,2.0,47.32,Erandwane,2
2565,1162.0,2.0,64.08,Erandwane,2
2566,1402.0,2.0,95.0,Erandwane,2
2567,1151.0,2.0,46.0,Erandwane,2
2568,1500.0,2.0,140.0,Erandwane,2
2569,1660.0,3.0,128.0,Erandwane,3
2570,1200.0,2.0,62.0,Erandwane,2
2572,1210.0,2.0,69.0,Erandwane,2
2573,1405.0,2.0,99.0,Erandwane,2
2574,950.0,2.0,56.0,Erandwane,2
2577,1128.0,2.0,60.0,Erandwane,2
2578,1122.5,2.0,61.74,Erandwane,2
2579,1457.0,2.0,105.0,Erandwane,3
2580,1500.0,3.0,90.0,Erandwane,3
2582,1075.0,2.0,46.76,Erandwane,2
2583,1767.0,3.0,103.0,Fatima Nagar,3
2584,1295.0,2.0,65.0,Fatima Nagar,2
2585,1560.0,3.0,115.0,Fatima Nagar,3
2587,1450.0,2.0,85.0,Fatima Nagar,3
2588,1750.0,3.0,120.0,Fatima Nagar,3
2589,1179.0,2.0,66.02,Fatima Nagar,2
2590,1825.0,3.0,100.0,Fatima Nagar,3
2592,1500.0,2.0,98.0,Fatima Nagar,3
2595,674.0,2.0,29.0,Fatima Nagar,2
2596,1300.0,2.0,60.0,Fatima Nagar,2
2599,1200.0,2.0,66.5,Fatima Nagar,3
2601,1100.0,3.0,78.0,Fatima Nagar,3
2602,1315.0,2.0,90.0,Fatima Nagar,2
2603,1263.0,2.0,93.32,Fatima Nagar,2
2604,1070.0,2.0,50.0,Fatima Nagar,2
2605,795.0,2.0,32.54,Fatima Nagar,2
2606,12000.0,12.0,525.0,Fatima Nagar,10
2607,1220.0,2.0,50.89,Fatima Nagar,2
2608,1200.0,3.0,70.0,Fatima Nagar,3
2609,1199.0,2.0,65.0,Fatima Nagar,2
2610,1269.0,2.0,75.0,Fatima Nagar,2
2614,1175.0,2.0,45.0,Fatima Nagar,2
2616,1150.0,2.0,77.0,Fatima Nagar,2
2617,3300.0,6.0,165.0,Fatima Nagar,6
2618,1200.0,2.0,108.0,Fatima Nagar,3
2619,2215.0,4.0,156.0,Fatima Nagar,3
2620,1288.0,2.0,70.0,Fatima Nagar,3
2621,1846.0,3.0,145.0,Fatima Nagar,3
2622,1460.0,2.0,75.0,Fatima Nagar,3
2623,1095.0,2.0,60.0,Fatima Nagar,2
2625,2145.0,3.0,125.0,Fatima Nagar,3
2626,883.0,2.0,37.0,Fatima Nagar,2
2627,1414.0,2.0,84.18,Fatima Nagar,2
2628,1560.0,3.0,125.0,Fatima Nagar,3
2629,1656.0,3.0,90.0,Fatima Nagar,3
2630,1756.0,3.0,131.0,Fatima Nagar,3
2631,1682.0,3.0,114.0,Fatima Nagar,3
2633,1649.0,3.0,150.0,Fatima Nagar,3
2634,1202.0,2.0,79.0,Fatima Nagar,2
2635,1200.0,2.0,75.0,Fatima Nagar,3
2637,1200.0,2.0,56.0,Fatima Nagar,2
2638,1728.0,3.0,125.0,Fatima Nagar,3
2639,400.0,1.0,35.0,Fatima Nagar,1
2640,1984.0,4.0,145.0,Fatima Nagar,3
2641,1200.0,2.0,61.0,Fatima Nagar,2
2642,1245.0,2.0,75.0,Fatima Nagar,2
2643,1063.0,2.0,32.8,Fatima Nagar,2
2644,1262.0,2.0,67.0,Fatima Nagar,2
2646,1355.0,2.0,97.6,Fatima Nagar,2
2648,1100.0,2.0,49.49,Fatima Nagar,2
2650,1200.0,1.0,36.0,Fatima Nagar,2
2651,1307.0,2.0,50.0,Fatima Nagar,2
2652,1200.0,3.0,76.13,Fatima Nagar,3
2654,1210.0,2.0,82.0,Fatima Nagar,2
2655,1480.0,3.0,75.0,Fatima Nagar,3
2656,2790.0,5.0,198.0,Fatima Nagar,4
2657,1144.0,2.0,65.0,Fatima Nagar,2
2658,1243.0,2.0,46.0,Fatima Nagar,2
2659,1415.0,2.0,120.0,Fatima Nagar,2
2661,2495.0,3.0,130.0,Fatima Nagar,3
2663,1116.0,2.0,45.0,Fatima Nagar,2
2664,1020.0,2.0,30.27,Fatima Nagar,2
2665,1235.0,2.0,52.76,Fatima Nagar,2
2666,1255.0,2.0,65.0,Fatima Nagar,2
2668,2280.0,4.0,125.0,Fatima Nagar,3
2671,1560.0,3.0,90.0,Fatima Nagar,3
2672,2456.0,7.0,85.0,Fatima Nagar,7
2673,1140.0,2.0,34.0,Fatima Nagar,2
2674,1026.0,2.0,50.18,Fatima Nagar,2
2675,1197.0,2.0,75.0,Fatima Nagar,2
2676,1126.0,2.0,39.4,Fatima Nagar,2
2677,1123.0,2.0,60.0,Fatima Nagar,2
2678,1100.0,2.0,50.0,Fatima Nagar,2
2680,1260.0,2.0,55.0,Fatima Nagar,2
2681,1573.0,3.0,100.0,Fatima Nagar,3
2682,1035.0,2.0,55.0,Fatima Nagar,2
2683,3596.0,4.0,268.0,Fatima Nagar,4
2685,1010.0,2.0,32.0,Fatima Nagar,2
2686,1226.0,2.0,65.59,Fatima Nagar,2
2687,510.0,1.0,25.25,Fergusson College Road,1
2688,1427.0,3.0,120.0,Fergusson College Road,3
2689,3600.0,6.0,141.0,Fergusson College Road,6
2691,375.0,2.0,26.0,Fergusson College Road,1
2692,2791.0,3.0,223.0,Fergusson College Road,3
2694,1296.0,2.0,83.0,Fergusson College Road,2
2695,3300.0,5.0,240.0,Fergusson College Road,5
2700,1405.0,2.0,78.0,Fergusson College Road,3
2701,2200.0,2.0,162.0,Fergusson College Road,3
2702,1163.0,2.0,98.86,Fergusson College Road,2
2704,600.0,1.0,28.0,Fergusson College Road,1
2705,360.0,1.0,26.0,Fergusson College Road,1
2706,1750.0,3.0,150.0,Fergusson College Road,3
2707,1179.0,2.0,75.0,Fergusson College Road,2
2710,3500.0,5.0,160.0,Fergusson College Road,6
2711,3067.0,4.0,230.0,Fergusson College Road,4
2715,2300.0,3.0,220.0,Fergusson College Road,3
2716,2024.0,3.0,157.0,Fergusson College Road,3
2717,420.0,1.0,17.0,Fergusson College Road,1
2718,2150.0,6.0,205.0,Fergusson College Road,6
2719,1132.0,2.0,79.28,Fergusson College Road,2
2720,1605.0,2.0,85.0,Fergusson College Road,3
2721,1850.0,3.0,98.0,Fergusson College Road,3
2722,2006.0,4.0,196.0,Fergusson College Road,3
2724,1200.0,2.0,75.0,Fergusson College Road,2
2725,1342.0,3.0,92.0,Fergusson College Road,3
2729,1366.0,2.0,83.0,Fergusson College Road,2
2732,1745.0,3.0,100.0,Fergusson College Road,3
2733,1077.0,2.0,93.0,Fergusson College Road,2
2738,1900.0,3.0,155.0,Fergusson College Road,3
2739,2075.0,3.0,115.0,Fergusson College Road,3
2740,1330.0,3.0,73.5,Fergusson College Road,3
2741,1198.0,2.0,86.26,Fergusson College Road,2
2744,1012.0,2.0,59.0,Fergusson College Road,2
2745,1315.0,2.0,75.0,Fergusson College Road,2
2747,1099.0,2.0,65.0,Fergusson College Road,2
2749,3500.0,4.0,185.0,Fergusson College Road,3
2750,1680.0,3.0,125.0,Fergusson College Road,3
2752,4000.0,4.0,325.0,Fergusson College Road,4
2753,2425.0,3.0,197.0,Fergusson College Road,3
2754,1100.0,2.0,60.0,Fergusson College Road,2
2755,1842.0,3.0,115.0,Fergusson College Road,3
2756,973.0,2.0,56.0,Fergusson College Road,2
2757,1141.0,2.0,62.0,Fergusson College Road,2
2758,700.0,1.0,30.84,Fergusson College Road,1
2759,1225.0,2.0,71.05,Fergusson College Road,2
2760,1500.0,3.0,95.0,Fergusson College Road,3
2761,1835.0,3.0,160.0,Fergusson College Road,3
2762,1500.0,4.0,89.45,Fergusson College Road,4
2763,1683.0,3.0,110.0,Fergusson College Road,3
2764,1148.0,2.0,69.0,Fergusson College Road,2
2770,525.0,1.0,26.01,Fergusson College Road,1
2774,1639.0,3.0,107.0,Fergusson College Road,3
2777,1400.0,2.0,105.0,Fergusson College Road,2
2778,1225.0,2.0,71.05,Fergusson College Road,2
2780,3758.0,3.0,300.0,Fergusson College Road,3
2781,650.0,2.0,45.0,Fergusson College Road,2
2783,450.0,1.0,20.0,Fergusson College Road,1
2786,1276.0,2.0,69.5,Fergusson College Road,2
2787,2153.0,4.0,120.0,Fergusson College Road,3
2788,1515.0,3.0,80.5,Fergusson College Road,3
2789,1175.0,2.0,86.68,Fergusson College Road,2
2793,1408.0,3.0,80.0,Fergusson College Road,3
2794,1881.0,3.0,115.0,Fergusson College Road,3
2795,1379.0,2.0,85.0,Fergusson College Road,2
2796,510.0,1.0,22.0,Fergusson College Road,1
2798,589.0,1.0,27.0,Ganesh Peth,1
2800,1062.0,2.0,38.0,Ganesh Peth,2
2801,1275.0,2.0,52.0,Ganesh Peth,2
2802,1220.0,2.0,56.5,Ganesh Peth,2
2803,1470.0,2.0,88.64,Ganesh Peth,3
2804,1200.0,2.0,55.0,Ganesh Peth,2
2805,999.0,2.0,45.0,Ganesh Peth,2
2806,1160.0,2.0,44.08,Ganesh Peth,2
2807,1243.0,2.0,58.0,Ganesh Peth,2
2808,1098.0,2.0,72.0,Ganesh Peth,2
2809,1180.0,2.0,50.0,Ganesh Peth,2
2810,1320.0,2.0,110.0,Ganesh Peth,4
2812,1200.0,2.0,66.0,Ganesh Peth,3
2814,1726.0,3.0,145.0,Ganesh Peth,3
2815,1634.0,3.0,83.33,Ganesh Peth,3
2816,1210.0,2.0,72.0,Ganesh Peth,2
2817,1043.0,2.0,65.0,Ganesh Peth,2
2818,1020.0,2.0,42.48,Ganesh Peth,2
2819,1818.0,3.0,135.0,Ganesh Peth,3
2820,1259.0,2.0,67.4,Ganesh Peth,2
2821,1817.0,4.0,153.0,Ganesh Peth,3
2823,1160.0,2.0,46.39,Ganesh Peth,2
2824,1070.0,2.0,37.45,Ganesh Peth,2
2825,1920.0,3.0,150.0,Ganesh Peth,3
2826,1290.0,2.0,80.0,Ganesh Peth,2
2828,2094.0,2.0,113.19,Ganesh Peth,3
2829,1428.0,2.0,80.0,Ganesh Peth,3
2832,1804.0,3.0,102.0,Ganesh Peth,3
2833,3035.0,5.0,271.0,Ganesh Peth,3
2834,1205.0,2.0,70.0,Ganesh Peth,2
2835,1090.0,2.0,35.03,Ganesh Peth,2
2836,1884.0,3.0,98.0,Ganesh Peth,3
2837,1340.0,2.0,60.0,Ganesh Peth,2
2838,2792.0,4.0,220.0,Ganesh Peth,4
2839,1050.0,2.0,52.5,Ganesh Peth,2
2841,1760.0,3.0,160.0,Ganesh Peth,3
2842,1650.0,3.0,100.0,Ganesh Peth,3
2843,1295.0,2.0,95.0,Ganesh Peth,2
2844,1133.0,2.0,38.41,Ganesh Peth,2
2845,1243.0,2.0,46.0,Ganesh Peth,2
2846,1201.0,2.0,59.99,Ganesh Peth,2
2847,1910.0,3.0,142.0,Ganesh Peth,3
2848,1250.0,2.0,58.0,Ganesh Peth,2
2849,1178.0,2.0,75.0,Ganesh Peth,2
2850,3664.0,3.0,325.0,Ganesh Peth,3
2851,1200.0,2.0,45.0,Ganesh Peth,2
2852,2500.0,5.0,125.0,Ganesh Peth,5
2854,1060.0,2.0,35.0,Ganesh Peth,2
2855,2650.0,4.0,199.0,Ganesh Peth,3
2856,2023.0,4.0,130.0,Ganesh Peth,3
2857,1220.0,2.0,52.0,Ganesh Peth,2
2858,1724.0,3.0,125.0,Ganesh Peth,3
2860,1044.0,2.0,85.0,Ganesh Peth,2
2861,1190.0,2.0,60.0,Ganesh Peth,2
2862,1300.0,2.0,60.0,Ganesh Peth,2
2863,1046.0,2.0,49.06,Ganesh Peth,2
2864,1000.0,2.0,51.0,Ganesh Peth,2
2865,1683.0,3.0,140.0,Ganesh Peth,3
2867,1532.5,3.0,79.465,Ganesh Peth,3
2868,1500.0,3.0,90.0,Ganesh Peth,3
2871,1237.5,2.0,49.49,Ganesh Peth,2
2872,1760.0,3.0,110.0,Ganesh Peth,3
2873,1165.0,2.0,49.61,Ganesh Peth,2
2875,1203.0,2.0,72.0,Ganesh Peth,2
2878,1537.0,3.0,81.0,Ganesh Peth,3
2879,1175.0,2.0,62.0,Ganesh Peth,2
2881,814.0,2.0,53.0,Ganesh Peth,2
2882,658.0,1.0,26.91,Ganesh Peth,1
2883,1839.0,3.0,130.0,Ganesh Peth,3
2884,672.0,1.0,36.85,Ganesh Peth,1
2885,850.0,2.0,42.5,Ganesh Peth,2
2887,3600.0,6.0,170.0,Ganesh Peth,6
2888,1080.0,2.0,53.0,Ganesh Peth,2
2889,1270.0,2.0,96.0,Ganesh Peth,2
2890,1275.0,2.0,59.0,Ganesh Peth,2
2891,2035.0,3.0,142.0,Ganesh Peth,3
2892,1205.0,2.0,45.79,Ganesh Peth,2
2894,1315.0,2.0,77.0,Ganesh Peth,2
2895,600.0,1.0,22.8,Ganesh Peth,1
2897,1210.0,2.0,60.0,Ganesh Peth,2
2898,1200.0,3.0,75.0,Ganesh Peth,3
2899,1005.0,2.0,45.0,Ganesh Peth,2
2900,943.0,2.0,49.5,Ganesh Peth,2
2901,1121.0,2.0,75.0,Ganesh Peth,2
2902,1153.0,2.0,60.0,Ganesh Peth,2
2904,5611.5,4.0,477.0,Ganeshkhind,4
2905,1415.0,3.0,78.0,Ganeshkhind,3
2908,834.0,1.0,60.0,Ganeshkhind,1
2910,1356.0,2.0,66.0,Ganeshkhind,3
2912,500.0,1.0,14.0,Ganeshkhind,1
2914,1250.0,2.0,62.0,Ganeshkhind,2
2915,3040.0,1.0,180.0,Ganeshkhind,2
2916,1530.0,2.0,74.39,Ganeshkhind,3
2917,1725.0,2.0,100.0,Ganeshkhind,3
2919,1600.0,3.0,88.0,Ganeshkhind,3
2920,1670.0,3.0,120.0,Ganeshkhind,3
2921,1352.0,2.0,87.5,Ganeshkhind,2
2923,1635.0,2.0,85.0,Ganeshkhind,3
2924,1352.0,2.0,85.0,Ganeshkhind,2
2927,1610.0,3.0,115.0,Ganeshkhind,3
2933,1000.0,2.0,57.0,Ganeshkhind,2
2935,1195.0,2.0,70.0,Ganeshkhind,2
2937,607.0,1.0,35.0,Ganeshkhind,1
2939,2928.0,4.0,198.0,Ganeshkhind,4
2940,1600.0,3.0,88.0,Ganeshkhind,2
2941,750.0,1.0,25.5,Ganeshkhind,1
2945,700.0,1.0,59.0,Ganeshkhind,1
2949,4100.0,3.0,300.0,Ganeshkhind,4
2950,1760.0,2.0,116.0,Ganeshkhind,3
2954,1238.0,2.0,67.32,Ganeshkhind,2
2957,1542.0,3.0,98.0,Ganeshkhind,3
2958,3600.0,6.0,200.0,Ganeshkhind,6
2960,2000.0,2.0,160.0,Ganeshkhind,4
2961,2400.0,2.0,125.0,Ganeshkhind,2
2962,1970.0,3.0,164.0,Ganeshkhind,3
2963,1216.0,2.0,67.0,Ganeshkhind,2
2964,1300.0,2.0,100.0,Ganeshkhind,2
2966,1550.0,2.0,80.0,Ganeshkhind,3
2968,630.0,1.0,35.0,Ganeshkhind,1
2969,3500.0,5.0,350.0,Ganeshkhind,5
2971,410.0,1.0,15.0,Ganeshkhind,1
2972,2200.0,3.0,160.0,Ganeshkhind,3
2973,1147.0,2.0,75.0,Ganeshkhind,2
2974,1131.0,2.0,55.975,Ganeshkhind,2
2975,3150.0,4.0,218.0,Ganeshkhind,4
2976,1719.0,3.0,110.0,Ganeshkhind,3
2977,1780.0,3.0,88.0,Ganeshkhind,3
2978,3800.0,4.0,235.0,Ganeshkhind,4
2979,1623.0,3.0,155.0,Ganeshkhind,3
2980,1500.0,2.0,87.0,Ganeshkhind,4
2982,1645.0,3.0,113.0,Ganeshkhind,3
2983,1350.0,2.0,103.0,Ganeshkhind,2
2984,661.0,1.0,33.0,Ganeshkhind,1
2985,1345.0,2.0,69.0,Ganeshkhind,3
2989,896.9,2.0,78.74,Ganeshkhind,2
2991,1746.0,3.0,115.0,Ganeshkhind,3
2992,1880.0,3.0,110.0,Ganeshkhind,3
2994,943.0,2.0,48.0,Ganeshkhind,2
2998,633.0,1.0,17.09,Ganeshkhind,1
2999,1368.0,2.0,87.0,Ganeshkhind,2
3000,1241.0,2.0,68.0,Ganeshkhind,3
3002,2135.0,3.0,170.0,Ganeshkhind,3
3003,1250.0,2.0,65.0,Ganeshkhind,2
3004,2321.0,4.0,157.0,Ganeshkhind,3
3005,602.0,2.0,30.0,Ganeshkhind,1
3006,1650.0,3.0,125.0,Ganeshkhind,3
3007,1155.0,2.0,69.18,Ganeshkhind,2
3008,30400.0,4.0,1824.0,Ganeshkhind,6
3010,1200.0,2.0,75.0,Ganeshkhind,2
3012,1610.0,3.0,81.0,Ghorpade Peth,3
3014,1787.0,3.0,98.29,Ghorpade Peth,3
3017,1125.0,4.0,70.0,Ghorpade Peth,3
3018,1500.0,2.0,87.0,Ghorpade Peth,3
3019,1400.0,2.0,77.0,Ghorpade Peth,3
3021,1891.0,3.0,109.0,Ghorpade Peth,3
3023,697.0,1.0,45.0,Ghorpade Peth,1
3024,1200.0,3.0,130.0,Ghorpade Peth,3
3025,1790.0,3.0,127.0,Ghorpade Peth,3
3027,2070.0,3.0,162.0,Ghorpade Peth,3
3028,4000.0,4.0,330.0,Ghorpade Peth,4
3030,3500.0,6.0,225.0,Ghorpade Peth,4
3032,1754.0,3.0,125.0,Ghorpade Peth,3
3033,1605.0,3.0,85.0,Ghorpade Peth,3
3034,1404.0,2.0,75.0,Ghorpade Peth,2
3035,1145.0,2.0,65.0,Ghorpade Peth,2
3036,11338.0,9.0,1000.0,Ghorpade Peth,6
3037,1352.5,2.0,93.865,Ghorpade Peth,2
3038,700.0,1.0,41.0,Ghorpade Peth,1
3040,3850.0,5.0,316.0,Ghorpade Peth,3
3043,2408.0,4.0,260.0,Ghorpade Peth,3
3044,1315.0,2.0,85.4,Ghorpade Peth,3
3045,1208.0,2.0,70.0,Ghorpade Peth,2
3046,1100.0,2.0,56.1,Ghorpade Peth,2
3047,1645.0,3.0,135.0,Ghorpade Peth,3
3048,1374.0,3.0,68.0,Ghorpade Peth,3
3049,2000.0,3.0,185.0,Ghorpade Peth,3
3052,3252.0,4.0,280.0,Ghorpade Peth,4
3054,1280.0,2.0,75.0,Ghorpade Peth,2
3056,1145.0,2.0,75.0,Ghorpade Peth,2
3057,2162.0,3.0,200.0,Ghorpade Peth,3
3064,1075.0,2.0,52.0,Ghorpade Peth,3
3067,814.0,2.0,42.0,Ghorpade Peth,2
3071,1750.0,3.0,86.5,Ghorpade Peth,3
3072,1418.0,2.0,105.0,Ghorpade Peth,2
3073,605.0,1.0,40.0,Ghorpade Peth,1
3074,1178.0,2.0,82.0,Ghorpade Peth,2
3076,1541.0,2.0,130.0,Ghorpade Peth,2
3078,3990.0,4.0,260.0,Ghorpade Peth,4
3079,654.0,1.0,36.25,Ghorpade Peth,1
3081,1655.0,3.0,97.0,Ghorpade Peth,3
3083,1345.0,2.0,97.0,Ghorpade Peth,2
3087,1007.0,2.0,75.0,Ghorpade Peth,2
3089,1240.0,2.0,63.0,Ghorpade Peth,3
3090,1855.0,3.0,140.0,Ghorpade Peth,3
3093,1350.0,2.0,88.0,Ghorpade Peth,2
3094,1636.0,3.0,83.0,Ghorpade Peth,3
3098,1305.0,2.0,110.0,Ghorpade Peth,3
3100,800.0,2.0,55.0,Ghorpade Peth,2
3103,1115.0,2.0,61.0,Ghorpade Peth,2
3104,625.0,1.0,27.0,Ghorpade Peth,1
3107,2215.0,4.0,162.0,Ghorpade Peth,3
3109,1495.0,3.0,90.0,Ghorpade Peth,3
3110,485.0,1.0,19.5,Ghorpade Peth,1
3111,420.0,1.0,12.5,Ghorpade Peth,1
3113,950.0,2.0,55.0,Ghorpade Peth,2
3116,1200.0,2.0,120.0,Ghorpade Peth,2
3117,540.0,1.0,24.0,Ghorpade Peth,1
3118,1035.0,2.0,60.0,Ghorpade Peth,2
3120,1282.0,2.0,68.52,Ghorpadi,3
3121,750.0,2.0,38.0,Ghorpadi,2
3122,883.0,2.0,45.0,Ghorpadi,2
3123,1222.0,2.0,63.0,Ghorpadi,2
3124,1200.0,2.0,66.0,Ghorpadi,3
3125,1600.0,3.0,90.0,Ghorpadi,3
3126,710.0,1.0,27.0,Ghorpadi,1
3127,957.0,2.0,56.0,Ghorpadi,2
3129,1128.0,2.0,65.65,Ghorpadi,2
3130,1427.0,2.0,80.63,Ghorpadi,3
3132,1128.0,2.0,75.0,Ghorpadi,2
3136,1560.0,3.0,85.0,Ghorpadi,3
3137,3400.0,3.0,210.0,Ghorpadi,4
3142,1125.0,2.0,75.0,Ghorpadi,2
3148,1140.0,2.0,65.0,Ghorpadi,2
3149,1400.0,2.0,78.0,Ghorpadi,2
3150,4500.0,5.0,300.0,Ghorpadi,4
3153,624.0,1.0,35.0,Ghorpadi,1
3154,1608.0,2.0,85.0,Ghorpadi,2
3155,1255.0,3.0,77.68,Ghorpadi,3
3156,1200.0,3.0,67.77,Ghorpadi,3
3157,1300.0,2.0,63.0,Ghorpadi,3
3161,1200.0,2.0,67.0,Ghorpadi,2
3162,1793.0,3.0,98.0,Ghorpadi,3
3163,1200.0,3.0,67.0,Ghorpadi,3
3164,1180.0,2.0,58.0,Ghorpadi,2
3167,1100.0,1.0,55.0,Ghorpadi,2
3174,1163.0,2.0,65.0,Ghorpadi,2
3176,1331.0,2.0,88.0,Ghorpadi,2
3178,1200.0,3.0,70.0,Ghorpadi,3
3179,2130.0,4.0,120.0,Ghorpadi,4
3180,1495.0,2.0,83.0,Ghorpadi,2
3182,1200.0,3.0,56.12,Ghorpadi,3
3184,1325.0,2.0,73.0,Ghorpadi,2
3185,1012.0,2.0,53.58,Ghorpadi,2
3186,800.0,1.0,39.99,Ghorpadi,1
3187,3855.0,4.0,220.0,Ghorpadi,4
3189,1100.0,2.0,55.0,Ghorpadi,2
3190,1350.0,4.0,90.0,Ghorpadi,4
3192,2557.0,2.0,170.0,Ghorpadi,4
3193,1384.0,2.0,76.18,Ghorpadi,3
3194,450.0,1.0,20.0,Ghorpadi,1
3195,1787.0,3.0,116.0,Ghorpadi,3
3197,3075.0,2.0,188.0,Ghorpadi,4
3199,933.0,1.0,61.0,Ghorpadi,1
3201,1060.0,2.0,52.0,Ghorpadi,2
3203,418.0,1.0,17.0,Ghorpadi,1
3209,1747.0,3.0,110.0,Ghorpadi,3
3210,960.0,2.0,48.0,Ghorpadi,2
3213,2500.0,8.0,95.0,Ghorpadi,7
3214,1150.0,2.0,57.0,Ghorpadi,2
3215,1835.0,3.0,89.0,Ghorpadi,3
3217,755.0,1.0,30.12,Ghorpadi,1
3218,1182.0,2.0,64.0,Ghorpadi,2
3219,1500.0,3.0,71.0,Ghorpadi,3
3222,1475.0,2.0,90.0,Gokhale Nagar,3
3223,1280.0,2.0,75.0,Gokhale Nagar,2
3224,1195.0,2.0,70.0,Gokhale Nagar,2
3230,1835.0,2.0,155.0,Gokhale Nagar,3
3231,1180.0,2.0,70.0,Gokhale Nagar,2
3233,3900.0,4.0,300.0,Gokhale Nagar,4
3234,1691.0,3.0,119.0,Gokhale Nagar,3
3235,1050.0,2.0,57.0,Gokhale Nagar,3
3236,3012.0,6.0,268.0,Gokhale Nagar,4
3238,2200.0,3.0,190.0,Gokhale Nagar,3
3240,1550.0,3.0,120.0,Gokhale Nagar,3
3241,1420.0,2.0,123.0,Gokhale Nagar,2
3242,1670.0,3.0,135.0,Gokhale Nagar,4
3243,800.0,1.0,52.0,Gokhale Nagar,1
3245,1665.0,3.0,110.0,Gokhale Nagar,3
3248,1127.0,2.0,68.0,Gokhale Nagar,2
3250,1725.0,3.0,130.0,Gokhale Nagar,3
3251,1200.0,2.0,75.0,Gokhale Nagar,2
3255,1500.0,2.0,78.0,Gokhale Nagar,3
3264,712.0,1.0,38.44,Gokhale Nagar,1
3266,1416.0,3.0,94.0,Gokhale Nagar,3
3269,840.0,2.0,50.0,Gokhale Nagar,1
3271,690.0,2.0,42.0,Gokhale Nagar,2
3273,1650.0,3.0,110.0,Gokhale Nagar,3
3279,1749.0,3.0,120.0,Gokhale Nagar,3
3281,2072.0,4.0,152.0,Gokhale Nagar,3
3282,1200.0,3.0,68.38,Gokhale Nagar,3
3284,1180.0,2.0,86.0,Gokhale Nagar,2
3285,1000.0,2.0,70.0,Gokhale Nagar,2
3286,1830.0,3.0,119.0,Gokhale Nagar,3
3288,1400.0,2.0,80.0,Gokhale Nagar,3
3291,1080.0,2.0,64.0,Gokhale Nagar,2
3292,682.0,1.0,36.23,Gokhale Nagar,1
3293,492.0,1.0,40.0,Gokhale Nagar,1
3294,1332.0,2.0,101.0,Gokhale Nagar,2
3295,551.0,1.0,30.0,Gokhale Nagar,1
3297,3170.0,4.0,250.0,Gokhale Nagar,4
3299,1050.0,2.0,41.0,Gokhale Nagar,1
3300,2400.0,3.0,220.0,Gokhale Nagar,3
3301,1705.0,3.0,91.0,Gokhale Nagar,3
3302,1026.0,2.0,60.55,Gokhale Nagar,2
3304,2289.0,3.0,180.0,Gokhale Nagar,3
3305,2041.0,3.0,138.0,Gokhale Nagar,3
3306,3600.0,9.0,125.0,Gokhale Nagar,8
3307,1200.0,3.0,80.0,Gokhale Nagar,3
3309,2500.0,4.0,225.0,Gokhale Nagar,4
3311,3150.0,5.0,212.0,Gokhale Nagar,4
3313,1200.0,2.0,82.0,Gokhale Nagar,2
3316,1625.0,3.0,92.0,Gokhale Nagar,3
3317,1660.0,3.0,104.0,Gokhale Nagar,3
3322,1735.0,3.0,97.0,Gokhale Nagar,3
3324,2038.5,3.0,122.0,Gokhale Nagar,3
3325,1420.0,3.0,90.0,Gokhale Nagar,3
